=== 実行ログ ===
スクリプト: run_gyro_state_trace.py
実行日時 : 2026-09-19 11:17:02
ハブ     : --name Pybricks Hub3
==================================================

Searching for Pybricks Hub3...

  0%|          | 0.00/7.45k [00:00<?, ?B/s]
 14%|█▎        | 1.01k/7.45k [00:00<00:00, 7.76kB/s]
 27%|██▋       | 2.03k/7.45k [00:00<00:00, 8.52kB/s]
 41%|████      | 3.04k/7.45k [00:00<00:00, 7.94kB/s]
 54%|█████▍    | 4.06k/7.45k [00:00<00:00, 8.06kB/s]
 68%|██████▊   | 5.07k/7.45k [00:00<00:00, 8.42kB/s]
 82%|████████▏ | 6.08k/7.45k [00:00<00:00, 8.68kB/s]
 95%|█████████▌| 7.10k/7.45k [00:01<00:00, 5.68kB/s]
100%|██████████| 7.45k/7.45k [00:01<00:00, 5.58kB/s]
=== ロボット初期化開始 ===
★ 走行設定: new （new＝今年の値 / old＝昨年の速度・加速度・PID）
✓ 機体の校正表: Pybricks Hub3 {'heading_correction': 365.8, 'wheel': 62.32, 'axle': 114.48}
✓ ハブ設定完了
✓ モーター設定完了
✓ デフォルト設定適用: 直進={'straight_acceleration': 800, 'straight_speed': 550}, 回転={'turn_acceleration': 313, 'turn_rate': 250}
✓ ロボットパラメータ設定完了
✓ PID制御設定完了（Pybricks の既定値を使用）
✓ センサー初期化完了
✓ モーター角度リセット完了: 全モーター=0°
=== ロボット初期化完了 ===
# imu.settings: (2.0, 2500.0, (0.107595, -1.197198, -0.486059), (366.1989, 351.5872, 362.0139), (10031.61, -9781.568, 9785.638, -9813.727, 9523.833, -10133.98), 365.8)
# 前: tilt (-0.157549, 0.2294451) / 角速度 Matrix([
    [   0.040],
    [  -0.019],
    [  -0.084],
])
# ★いま★ ライトが緑になったら（ピーと鳴ったら）、手で定規にぴったり当て直して、手を離してね
# 列: T,ms,heading*100,rotZ*100,wz*10,ax,ay,az,left,right,stationary
T,7340,172427,-175205,-2394,579,2445,11466,3565,-3567,0
T,7360,172897,-175682,-2340,456,2521,6714,3574,-3576,0
T,7380,173350,-176143,-2245,34,2898,11767,3582,-3585,0
T,7400,173784,-176584,-2134,-38,2033,9296,3590,-3594,0
T,7420,174201,-177008,-2067,999,2986,9198,3597,-3603,0
T,7440,174605,-177419,-2007,3027,-1042,12911,3604,-3610,0
T,7460,174991,-177811,-1894,-1666,6246,13840,3611,-3618,0
T,7480,175358,-178184,-1801,-801,95,11048,3618,-3625,0
T,7500,175709,-178540,-1732,364,854,7428,3624,-3631,0
T,7520,176048,-178884,-1665,1842,-716,8281,3631,-3637,0
T,7540,176373,-179214,-1596,338,2644,10134,3636,-3643,0
T,7560,176682,-179529,-1531,930,-1403,8517,3642,-3648,0
T,7580,176981,-179832,-1487,328,3137,10096,3647,-3653,0
T,7600,177266,-180122,-1393,-870,3242,12013,3653,-3658,0
T,7620,177537,-180398,-1330,1887,770,8405,3658,-3662,0
T,7640,177795,-180660,-1269,1210,2998,9914,3663,-3666,0
T,7660,178039,-180907,-1188,729,-151,10724,3667,-3670,0
T,7680,178270,-181142,-1123,1160,605,9200,3671,-3674,0
T,7700,178496,-181372,-1031,-83,1024,11101,3676,-3677,0
T,7720,178696,-181575,-980,1755,109,8780,3680,-3680,0
T,7740,178882,-181764,-895,-1045,1932,12269,3683,-3683,0
T,7760,179054,-181938,-834,790,2557,10523,3687,-3686,0
T,7780,179213,-182100,-760,1468,-1066,9446,3691,-3689,0
T,7800,179358,-182248,-696,1925,294,7313,3693,-3690,0
T,7820,179491,-182382,-637,-287,-680,12338,3696,-3693,0
T,7840,179609,-182503,-560,414,663,10010,3698,-3694,0
T,7860,179714,-182609,-491,556,2,9764,3700,-3697,0
T,7880,179805,-182702,-430,501,-740,10253,3702,-3699,0
T,7900,179885,-182783,-367,1250,-62,9296,3705,-3701,0
T,7920,179951,-182850,-292,537,-132,10611,3705,-3702,0
T,7940,179999,-182899,-206,257,78,9823,3707,-3703,0
T,7960,180033,-182933,-125,930,-177,9928,3707,-3703,0
T,7980,180046,-182947,-23,788,-294,9847,3708,-3704,0
T,8000,180047,-182948,1,58,191,9988,3708,-3704,0
# 記録の数: 401 / 間隔: 20 ms
# 止まった時 rotation Z: -1829.49 / モーター 左/右: 3707 -3702 度
# 命令: 1800 度 / 止まった時のジャイロ h1: 1800.48 度
# 定規に合わせ直した時のジャイロ h2: 1796.13 度
# 本当のズレ（＋は回り足りない）: -4.35 度（ジャイロの目盛りで）
# モーターで回ったときのジャイロの 1 周の読み: 359.226 度（360 なら目盛りは合っている）
# 電池: 7850 mV

==================================================
終了コード: 0
終了日時  : 2026-09-19 11:17:33
実行時間  : 30.7 秒
